"","ssyk_2012_kod","url","code","title","description"
"78","2144","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2144","2144","Civilingenjörsyrken inom maskinteknik","Utvecklar teorier, modeller och metoder inom tillverkningsindustri t.ex. maskin- och fordons­teknik. Leder projekt-, projekterings- och konstruktionsarbete som avser fordon, komponenter, maskiner och annan mekanisk utrustning samt värme-, vatten-, sanitets-, ventilations-, och kylsystem. Ansvarar för besiktning och kontroller. Utarbetar riktlinjer och metoder för kvalitetssäkring."
"79","2145","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2145","2145","Civilingenjörsyrken inom kemi och kemiteknik","Utvecklar metoder och produkter inom kemi, kemiteknik, livsmedelsteknik m.m. Svarar för produktionsprocess och teknisk utveckling vid tillverkning av petroleumprodukter, kemikalier, kemiska och kemitekniska produkter, läkemedel, syntetiska material eller livsmedel. Ansvarar för kvalitets-, frisläpps- och slutkontroll av kemitekniska produkter."
"80","2146","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2146","2146","Civilingenjörsyrken inom gruvteknik och metallurgi","Utvecklar metoder och produkter inom gruvtek­nik och metallurgi. Svarar för produktion och teknisk utveckling vid utvinning av metaller, olja och gas eller vid framställning av metaller, legeringar och metallurgiska produkter. Ansvarar för kvalitets- och produktkontroller."
"81","2149","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2149","2149","Övriga civilingenjörsyrken","Utför annat specialistarbete än inom 2141<U+0096>2146. Exempel på arbetsuppgifter: Utvecklar metoder och produkter samt ansvarar för produktion och teknisk utveckling vid tillverkning av metall-, glas-, keramik-, pappers-, läder, textil- och träproduk­ter. Ansvarar för kvalitets- och produktkontroller."
"82","2161","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2161","2161","Arkitekter m.fl.","Utformar, projekterar och ritar nyproduktion av byggnader samt om- och tillbyggnad. Utformar planer och underlag till planer. Väger samman funktionella, tekniska, ekonomiska, miljötekniska och estetiska krav och önskemål till en funger­ande helhetslösning i dialog med uppdragsgivare. Utformar den inre miljön t.ex. privata hem, offentliga lokaler och kontor. Gör materialsamman­ställningar. Utarbetar förslag i form av modeller, texter och ritningar."
"83","2162","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2162","2162","Landskapsarkitekter","Utformar och projekterar yttre miljö t.ex. torg, gator, bostadsområden, parker, lekplatser och trädgårdar. Väger samman naturresursbevar­ande aspekter med funktionella, tekniska, ekonomiska och estetiska krav och önskemål till en fungerande helhetslösning i dialog med upp­dragsgivare. Gör växt- och materialsammanställningar. Utarbetar förslag i form av modeller, texter och ritningar."
"84","2163","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2163","2163","Planeringsarkitekter m.fl.","Upprättar, utarbetar och granskar planer för nya stadsdelar, bostadsområden, industriområden samt översiktliga planer och program för utveckling av fysisk miljö. Planerar för förnyelse och förändring av befintliga områden. Väger samman funktionella, tekniska, ekonomiska, miljö­tekniska och estetiska krav och önskemål till en fungerande helhetslösning i dialog med uppdragsgivare och myndigheter. Utarbetar förslag i form av modeller, texter och ritningar."
"85","2164","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2164","2164","Lantmätare","Handlägger tekniska, ekonomiska och juridiska frågor i samband med fastighetsbildning. Svarar för värdering och registrering av fastigheter. Ansvarar för mätnings- och kartläggningsarbete samt för framställning och uppdatering av kartor. Analyserar flyg- och satellitbilder. Ger råd bl.a. vid fastighetsbildning, mark- och fastighetsvärdering samt vid samverkan mellan fastigheter."
"86","2171","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2171","2171","Industridesigner","Utreder, analyserar, designar och utvecklar pro­dukter för tillverkning. Fastställer mål och restrik­tioner för designuppdraget i samråd med kunder och intressenter. Samordnar tekniska, ekonomiska och estetiska förutsättningar. Förbereder design och specifikationer för tillverkning."
"87","2172","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2172","2172","Grafisk formgivare m.fl.","Designar och formger tryckt publikation och media. Fastställer mål och restriktioner för designuppdraget genom samråd med kunder och intressenter."
"88","2173","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2173","2173","Designer inom spel och digitala medier","Designar, formger och utvecklar digital och elektronisk media. Skapar specialeffekter, animering och andra audiovisuella rörliga bilder för dataspel, film, video m.m. Fastställer mål och restriktioner för designuppdraget genom samråd med kunder, intressenter och den egna orga­nisationen."
"89","2179","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2179","2179","Övriga designer och formgivare","Utför annat design- och utvecklingsarbete än inom 2171<U+0096>2173. Exempel på arbetsuppgifter: Designar och utvecklar mode-, kläd-, textil-, smyckes- och glasprodukter. Fastställer mål och restriktioner för designuppdraget genom samråd med kunder och intressenter."
"90","2181","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2181","2181","Arbetsmiljöingenjörer, yrkes- och miljöhygieniker","Inspekterar arbetsplatser för att kontrollera att arbetsmiljölagen och gällande föreskrifter följs. Kartlägger och analyserar arbetsmiljö för att garantera och stärka hälsosamma arbetsförhållanden. Mäter hälsorisker och utreder arbetsskador. Informerar om risker samt föreslår och genomför lösningar för att förebygga sjukdom eller skada."
"91","2182","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2182","2182","Miljö- och hälsoskyddsinspektörer","Kontrollerar att lagar och föreskrifter om miljö-, hälso- och djurskydd samt för livsmedel efterlevs. Gör utredningar, undersökningar, inspektioner och mätningar. Granskar olika verksamheter och arbetsrutiner ur miljösynpunkt samt utarbetar förbättringsförslag."
"92","2183","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2183","2183","Specialister inom miljöskydd och miljöteknik","Undersöker miljön och utvecklar planer och lös­ningar för att skydda, bevara, återställa, minimera och förebygga skador på miljön. Undersöker, bedömer och rapporterar om byggnads- och konstruktionsprojekts påverkan på miljön. Inspekterar industriella och offentliga anläggningar och program för att utvärdera drifteffektivitet och garantera att miljöföreskrifterna följs."
"93","2211","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2211","2211","Specialistläkare","Undersöker patienter inom sin specialistkompetens, ställer diagnoser och gör behandlingsplaner. Utför operationer och andra behandlingar, utvecklar teorier och metoder m.m."
"94","2212","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2212","2212","ST-läkare","Gör en tidsbegränsad specialisttjänstgöring bestående av utbildning samt läkararbete under handledning. Undersöker patienter, ställer diagnoser och gör behandlingsplaner."
"95","2213","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2213","2213","AT-läkare","Gör en tidsbegränsad allmäntjänstgöring bestående av utbildning samt läkararbete under handledning. Undersöker patienter, ställer diagnoser och gör behandlingsplaner."
"96","2219","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2219","2219","Övriga läkare","Undersöker patienter, ställer diagnoser och gör behandlingsplaner. Utför operationer och andra behandlingar, utvecklar teorier och metoder m.m."
"97","2221","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2221","2221","Grundutbildade sjuksköterskor","Behandlar och vårdar samt ansvarar för den medicinska omvårdnaden och läkemedelshantering."
"98","2222","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2222","2222","Barnmorskor","Har vårdansvar vid förlossningar. Vårdar nyblivna mammor och barn på sjukhusens förlossnings- och BB-avdelningar samt mödravårdscentraler. Gör hälsoundersökningar samt svarar för föräldrautbildning. Informerar om sex och samlevnad samt skriver ut preventivmedel."
"99","2223","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2223","2223","Anestesisjuksköterskor","Söver eller lokalbedövar patienter som ska opereras. Övervakar, bedömer och säkerställer god andning och cirkulation hos patienten under operation."
"100","2224","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2224","2224","Distriktssköterskor","Svarar för öppen hälso- och sjukvård inom ett geografiskt område. Ger råd och behandlingar på egen mottagning eller vid hembesök. Gör bedömningar av patienters hälso- och sjukdomstillstånd och vårdbehov."
"101","2225","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2225","2225","Psykiatrisjuksköterskor","Behandlar och vårdar patienter inom psykiatrisk vård på avdelning, mottagning, behandlingshem m.m."
"102","2226","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2226","2226","Ambulanssjuksköterskor m.fl.","Vårdar patienter med akuta sjukdomar och skador. Har det medicinska ansvaret i ambulans."
"103","2227","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2227","2227","Geriatriksjuksköterskor","Ger omvårdnad till äldre människor för att förebygga och behandla åldersrelaterade sjukdomar."
"104","2228","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2228","2228","Intensivvårdssjuksköterskor","Vårdar patienter med svåra sjukdomstillstånd på intensivvårdsavdelning och postoperativa avdelningar."
"105","2231","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2231","2231","Operationssjuksköterskor","Samordnar och leder arbetet i en operationssal och ansvarar för omvårdnad av patienter. Ställer i ordning och kontrollerar medicinteknisk apparatur och utrustning samt ansvarar för hygien och aseptik."
"106","2232","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2232","2232","Barnsjuksköterskor","Vårdar och behandlar sjuka och skadade barn och ungdomar inom akutsjukvård, barnmedicin, barnkirurgi, spädbarnsvård eller på barnavårdscentral. Ger råd och stöd till föräldrar samt genomför hälsokontroller."
"107","2233","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2233","2233","Skolsköterskor","Arbetar med förebyggande hälsovård inom skola. Följer elevernas hälsoutveckling genom regelbundna hälsokontroller."
"108","2234","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2234","2234","Företagssköterskor","Medverkar vid rehabilitering och omhändertag­ande av arbetsrelaterade sjukdomar inom företagshälsovården. Förebygger sjukdomar och arbetsskador."
"109","2235","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2235","2235","Röntgensjuksköterskor","Utför röntgenundersökningar eller andra radiologiska undersökningar inför diagnostik och behandling. Ställer i ordning och kontrollerar medicinteknisk apparatur och utrustning."
"110","2239","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2239","2239","Övriga specialistsjuksköterskor","Utför annat specialistarbete för sjuksköterskor än inom 2221<U+0096>2235. Till exempel inom ögonvård, onkologi m.m. Planerar och samordnar det praktiska vårdarbetet på kliniknivå och mellan olika huvudmän."
"111","2241","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2241","2241","Psykologer","Undersöker, utreder, diagnostiserar och behand­lar människors psykiska funktioner, besvär och sjukdomar. Ger råd och vägledning i konfliktlösning. Ger stöd vid organisationsförändringar, ledarskapsutveckling och personalförsörjning m.m. Utvecklar teorier, modeller och metoder inom psykologi och psykoanalys."
"112","2242","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2242","2242","Psykoterapeuter","Ger psykoterapeutisk eller psykoanalytisk behandling genom samtal med individer, familjer eller grupper. Undersöker psykiska problem, kartlägger hinder och möjligheter till lösningar."
"113","2250","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2250","2250","Veterinärer","Undersöker, ställer diagnos och behandlar sjuka och skadade djur. Ger råd om djurhälsovård och avel. Kontrollerar djurbesättningar och slaktdjur. Ger råd och kontrollerar livsmedelshygien, djurskydd, smittskydd och import av djur och livsmedel."
"114","2260","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2260","2260","Tandläkare","Förebygger, diagnostiserar och behandlar sjukdomar och skador i munhåla och käksystem. Undersöker och följer upp utveckling och tillväxt av tänder och käkar. Lägger upp preventions- och behandlingsplaner, lagar tänder, behandlar tandställningsfel samt utför tandoperationer. Informerar, ger råd och utfärdar anvisningar om egenbehandling och preventiv tandvård. Utvecklar teorier och metoder inom tandläkarvetenskapen."
"115","2271","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2271","2271","Kiropraktorer och naprapater m.fl.","Undersöker, diagnostiserar och behandlar i syfte att återställa normal funktion i leder, muskler och nervsystem. Behandlar ryggbesvär, muskelbesvär, huvudvärk, nackspärr, ischias, idrottsskador och arbetsrelaterade besvär m.m. Återställer funktion och lindrar smärta genom manuella tekniker som manipulation, stretching och massage."
"116","2272","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2272","2272","Sjukgymnaster","Undersöker, diagnostiserar och behandlar patienter som har eller riskerar att få funktionsnedsättningar till följd av sjukdomar eller skador i olika organsystem, t.ex. andningsorgan, cirkulationssystem, nervsystem, rörelseorgan och psykisk ohälsa."
"117","2273","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2273","2273","Arbetsterapeuter","Förebygger, förbättrar och kompenserar nedsatt aktivitetsförmåga. Tränar fysiska och psykiska förmågor samt förändrar arbetsmetoder. Föreskriver och anpassar hjälpmedel, t.ex. IT-baserade hjälpprogram, specialdesignade redskap m.m. Medverkar i frågor om tillgänglighet i den fysiska miljön, t.ex. anpassning av bostad, arbetsplats och skola."
"118","2281","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2281","2281","Apotekare","Forskar inom, tillverkar, kontrollerar, marknadsför och säljer läkemedel inom exempelvis apotek, läkemedelsindustri och sjukhus. Informerar allmänheten och vårdpersonal om läkemedlets effekter och användning."
"119","2282","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2282","2282","Dietister","Informerar, ger råd om och undervisar i närings- och kostfrågor. Utreder patienters sjukdomsbild och matvanor samt utarbetar kostförslag. Medverkar i forsknings- och utvecklingsprojekt kring kost och hälsa."
"120","2283","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2283","2283","Audionomer och logopeder","Utreder och bedömer hörselbesvär och anpassar hörhjälpmedel. Informerar och utbildar om hörselsvårigheter. Undersöker, ställer diagnos och behandlar röst-, tal- och språkstörningar. Leder träning och ordinerar kommunikationshjälpmedel."
"121","2284","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2284","2284","Optiker","Gör synundersökningar, ordinerar och provar ut glasögon, kontaktlinser och synhjälpmedel. Reparerar glasögon. Säljer glasögon, kontaktlinser och andra synhjälpmedel."
"122","2289","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2289","2289","Övriga specialister inom hälso- och sjukvård","Utför annat specialistarbete inom hälso- och sjukvård än inom 2241<U+0096>2284. Exempel på arbetsuppgifter: Behandlar, rehabiliterar och arbetar förebyggande med hjälp av bild-, dans- och musikterapi. Diagnostiserar och behandlar sjukdomstillstånd och skador i fot och vrist."
"123","2311","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2311","2311","Professorer","Har ämnesansvar och övergripande ansvar för utbildnings- och forskningsverksamhet inom ämnet. Leder, genomför och utvecklar utbildning på alla nivåer inom högskola och universitet. Handleder forskarstuderande, leder forskargrupper och bedriver forskning. Utför sakkunniguppdrag."
"124","2312","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2312","2312","Universitets- och högskolelektorer","Undervisar samt deltar i utvecklingen av grund- och forskarutbildning. Handleder och examinerar studerande inom grundutbildning. Handleder doktorander. Deltar i internt ledningsarbete. Planerar och genomför forskningsverksamhet."
"125","2313","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2313","2313","Forskarassistenter m.fl.","Planerar, genomför och leder forskningsverksamhet. Medverkar i undervisning."
"126","2314","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2314","2314","Doktorander","Forskar inom ett ämnesområde. Medverkar i undervisning inom grundutbildning."
"127","2319","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2319","2319","Övriga universitets- och högskolelärare","Utför annat undervisningsarbete inom högskola och universitet än inom 2311<U+0096>2314. Exempel på arbetsuppgifter: Undervisar, handleder samt examinerar inom grundutbildningen. Deltar i utvecklingen av utbildningen inom området."
"128","2320","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2320","2320","Lärare i yrkesämnen","Undervisar på gymnasial och eftergymnasial nivå i yrkesämnen. Planerar, genomför och utvärderar undervisningen i enlighet med läro- och ämnesplaner. Utför bedömning och betygsättning."
"129","2330","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2330","2330","Gymnasielärare","Undervisar på gymnasial nivå i teoretiska och praktisk-estetiska ämnen. Planerar, genomför och utvärderar undervisningen i enlighet med läro- och ämnesplaner. Utför bedömning och betygsättning."
"130","2341","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2341","2341","Grundskollärare","Undervisar i grundskolan. Planerar, genomför och utvärderar undervisningen i grundskola i enlighet med läro- och kursplaner. Utför bedömning och betygsättning."
"131","2342","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2342","2342","Fritidspedagoger","Planerar och organiserar fritidsaktiviteter för skolelever 6<U+0096>12 år i fritidshem eller öppen fritidsverksamhet. Medverkar i pedagogisk verksamhet i skolklasser."
"132","2343","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2343","2343","Förskollärare","Undervisar och organiserar aktiviteter i förskola eller i förskoleklass. Planerar och genomför undervisning i enlighet med läroplan."
"133","2351","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2351","2351","Speciallärare och specialpedagoger m.fl.","Undervisar elever med behov av särskilt stöd i förskola och förskoleklass samt grund- och gymnasieskola. Anpassar undervisningen efter elevernas förutsättningar och använder speciella hjälpmedel och arbetsmetoder. Ger specialpedagogiskt stöd till lärare och utvecklar undervisningsmetodik. Utvärderar och inspekterar tillämpningen av skollag, läroplaner och förord­ningar."
"134","2352","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2352","2352","Studie- och yrkesvägledare","Informerar och ger råd till studerande om studieval, yrken och yrkesval. Organiserar elevers arbetsplatspraktik."
"135","2359","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2359","2359","Övriga pedagoger med teoretisk specialistkompetens","Utför annat pedagogiskt arbete än inom 2320<U+0096>2352. Exempel på arbetsuppgifter: Undervisar på musikskolor eller inom konst, musik, teater och dans. Planerar, genomför och utvärderar undervisning i svenska för invandrare."
"136","2411","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2411","2411","Revisorer m.fl.","Utreder, granskar och bedömer företags, organisationers och myndigheters redovisning och förvaltning. Ger råd i boksluts-, redovisnings-, skatte-, finansierings- och försäkringsfrågor. Leder företags eller grupp av företags ekonomistyrning. Ansvarar för uppläggning och uppföljning av budget samt analyserar resultat. Bedömer om ledningens intentioner följs och om företagets resurser utnyttjas effektivt. Granskar och utvärderar företagets rutiner och interna kontroll."
"137","2412","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2412","2412","Controller","Analyserar, följer upp och bevakar företags, organisationers och myndigheters resultat, lönsamhet, verksamhetsplan och hållbarhetsstrategier. Formulerar mål, gör prognoser och anger riktlinjer för ekonomiarbetet. Utvecklar planerings- och uppföljningssystem."
"138","2413","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2413","2413","Finansanalytiker och investeringsrådgivare m.fl.","Analyserar bolagens ekonomi, ekonomiska förutsättningar och framtidsutsikter samt affärsmöjligheter. Utvecklar finans- och investeringsstrategier för kunder. Ger råd till enskilda personer, företag och organisationer inom sparande, investeringar och försäkring samt vid köp och försäljning av värdepapper. Analyserar och utvärderar placeringsalternativ, aktier eller obligationer samt arbetar med portföljförvaltning. Lämnar råd och handlägger skatteärenden, bolagsbildning, köp och försäljning av exempelvis fast egendom."
"139","2414","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2414","2414","Traders och fondförvaltare","Förvaltar, köper samt säljer aktier, obligationer och andra värdepapper. Sätter upp finansiella mål och utvecklar strategier för att nå dem. Förvaltar fonder. Övervakar resultat från investeringar, granskar och reviderar investeringsplaner utifrån behov och förändringar på marknaden."
"140","2415","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2415","2415","Nationalekonomer och makroanalytiker m.fl.","Studerar, analyserar, utvecklar och förklarar ekonomiska drivkrafter utifrån nationalekonomiska teorier och modeller. Jämför samhällsekonomiska teorier och modeller för att analysera och prognostisera beteenden och fenomen på individ-, företags- och samhällsnivå, exempelvis arbetslöshet, inflation, investeringar och ekonomisk tillväxt. Analyserar stora världshändelser och länders förhållanden. Föreslår och värderar utfallet av politiska reformer och åtgärder. Utvecklar nya ekonomiska modeller."
"141","2419","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2419","2419","Övriga ekonomer","Utför annat ekonomiskt specialistarbete än inom 2411<U+0096>2415. Exempel på arbetsuppgifter: Budget- och skuldrådgivning, fastighetsvärdering m.m."
"142","2421","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2421","2421","Lednings- och organisationsutvecklare","Utreder företags och organisationers verksamhet. Föreslår och planerar åtgärder för att utveckla och rationalisera verksamheten."
"143","2422","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2422","2422","Planerare och utredare m.fl.","Planerar, utreder och handlägger ärenden inom offentlig sektor, företag och organisationer. Utarbetar rapporter, utredningar m.m. Utformar direktiv och förordningar samt utövar tillsyn."
"144","2423","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2423","2423","Personal- och HR-specialister","Planerar och organiserar rekrytering, utveckling, omplacering och avveckling av personal. Upprättar personalbudget och utbildningsplaner. Deltar i förhandlingar om löner, anställningsvillkor samt tolkar och informerar om arbetsrättsliga lagar och avtal."
"145","2431","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2431","2431","Marknadsanalytiker och marknadsförare m.fl.","Utvecklar, planerar och samordnar reklam­kampanjer och marknadsföringsstrategier. Samlar in, bearbetar och analyserar data om marknader. Gör prognoser om framtida marknader och trender samt ger råd om försäljningsstrategier. Bedömer marknaden för nya varor och tjänster. Identifierar och utvecklar marknadsmöjligheter för nya och befintliga varor och tjänster."
"146","2432","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2432","2432","Informatörer, kommunikatörer och PR-specialister","Planerar, utvecklar, genomför och utvärderar informations- och kommunikationsstrategier om företags- eller organisations mål, policy, verk­samhet, resultat och aktuella händelser. Utformar informationsinnehåll."
"147","2511","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2511","2511","Systemanalytiker och IT-arkitekter m.fl.","Tar fram strategier för utveckling av IT-system. Ansvarar för företags och organisationers IT-struktur och ser till att IT används på ett effektivt sätt. Ansvarar för att den tekniska arkitekturen understödjer verksamhetens behov och krav."
"148","2512","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2512","2512","Mjukvaru- och systemutvecklare m.fl.","Analyserar, designar och utvecklar IT-system eller delar av system. Utformar och utvecklar lösningar för programvara, applikationer, system och databaser."
"149","2513","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2513","2513","Utvecklare inom spel och digitala media","Utvecklar och programmerar spel och andra interaktiva medier som innefattar grafik och digitala animationer."
"150","2514","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2514","2514","Systemtestare och testledare","Planerar, utvecklar, dokumenterar och genomför tester på olika nivåer, från enskilda programvaror till hela system. Verifierar att program och system fungerar enligt användarkrav, fastställda riktlinjer och regelverk."
"151","2515","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2515","2515","Systemförvaltare m.fl.","Ansvarar för och sköter IT-system som är i drift. Underhåller och förbättrar IT-system."
"152","2516","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2516","2516","IT-säkerhetsspecialister","Ansvarar för IT-säkerheten i företag och orga­nisationer. Gör risk- och sårbarhetsanalyser. Utformar säkerhetslösningar och IT-säkerhets­system utifrån verksamhetens behov."
"153","2519","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2519","2519","Övriga IT-specialister","Utför annat specialistarbete inom IT än inom 2511<U+0096>2516. Exempel på arbetsuppgifter: Planerar och lägger upp strategier för hur informationsteknik eller datateknik ska användas på ett företag eller i en organisation. Forskar inom IT."
"154","2611","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2611","2611","Advokater","Tolkar lagar och avtal. Förbereder processer och företräder part vid tvist och förhandling. För parts talan i domstol. Ger råd och upprättar juridiska handlingar."
"155","2612","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2612","2612","Domare","Tolkar lagar och avtal. Bereder, föredrar och handlägger ärenden och mål samt bestämmer rättegångsordning. Dömer mål i allmän domstol, förvaltningsdomstol eller specialdomstol. Skriver domar och beslut."
"156","2613","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2613","2613","Åklagare","Utreder brott tillsammans med polis, leder förundersökningar och beslutar om åtal. Beskriver brott, håller förhör och föreslår straff i rätten."
"157","2614","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2614","2614","Affärs- och företagsjurister","Tolkar lagar samt formulerar och granskar avtal och andra juridiska handlingar. Ser till att avtal och kontrakt är juridiskt bindande och följer de lagar och bestämmelser som finns på området. Företräder klienter i juridiska frågor och vid förhandlingar. Förbereder processer och företräder klient inför domstol. Utformar försäkringsvillkor."
"158","2615","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2615","2615","Förvaltnings- och organisationsjurister","Tolkar lagar och avtal som företrädare för t.ex. myndigheter, kommuner och organisationer. Bevakar ny lagstiftning. Ser till att den lagstift­ning som finns på området följs. Skriver föreskrifter och allmänna råd utifrån de lagtexter som finns. Svarar på remisser."
"159","2619","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2619","2619","Övriga jurister","Utför annat juridiskt specialistarbete än inom 2611<U+0096>2615. Exempel på arbetsuppgifter: Ansvarar för indrivning av skatter, böter och andra allmänna medel samt verkställande av domar och beslut i enskilda mål. Handlägger juridiska ärenden inom försvaret eller kyrkan. Tar fram föreskrifter och ger råd i hur man ska tolka miljölagar och förordningar. Genomför förhandlingar och utför juridisk rådgivning."
"160","2621","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2621","2621","Museiintendenter m.fl.","Planerar och organiserar verksamhet på museer och konstgallerier samt ordnar utställningar och visar samlingar. Samlar in, undersöker, bedömer, klassificerar och dokumenterar miljöer eller föremål av kulturhistoriskt värde. Vårdar, förmedlar kunskap och ger råd om föremål."
"161","2622","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2622","2622","Bibliotekarier och arkivarier","Planerar och organiserar biblioteksverksamhet. Bedömer, köper in och klassificerar böcker, tidskrifter och andra typer av publicerat material. Erbjuder fördjupad litteratur- och informationsförmedling samt vägleder bibliotekets användare i informationssökning. Söker, bearbetar och presenterar information. Samlar in, undersöker, bedömer och ordnar handlingar. Värderar och bedömer vilken information som ska sparas för framtiden."
"162","2623","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2623","2623","Arkeologer och specialister inom humaniora m.m.","Studerar människors kultur och livsbetingelser med hjälp av fynd och föremål från forntida boplatser, gravar m.m. Leder och organiserar arkeologiska utgrävningar. Studerar och tolkar urkunder, sociala samt rumsliga fenomen. Utvecklar teorier, modeller och metoder, bl.a. för att tolka och beskriva händelser, kulturella och ekonomiska förhållanden. Genomför experiment, analyserar och värderar data. Undersöker sociala strukturer och beteenden hos olika grupper i samhället, föreslår och värderar utfallet av socialpolitiska åtgärder och utvecklar teorier och modeller för politiska system och institutioner."
"163","2641","https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=2641","2641","Författare m.fl.","Planerar, gör research för och skriver exempelvis böcker, manus och pjäser för publicering eller presentation. Korrekturläser och redigerar texter."
